1548,12,13
552,22,17
84,3,4
39,1,4
263,7,7
89,3,5
32,2,2
82,0,1
791,24,20
288,3,3
802,35,29
250,8,8
177,2,5
37,2,3
126,6,5
149,2,2
233,13,11
65,3,5
909,36,28
99,6,8
130,2,2
134,2,2
57,2,3
410,24,22
155,10,9
55,1,2
1199,35,26
109,1,3
235,5,4
982,32,24
244,14,10
248,8,9
161,2,2
673,22,23
683,34,26
334,11,11
114,4,4
133,5,4
530,11,12
155,7,5
68,3,3
572,29,24
230,11,10
222,12,8
160,10,10
278,13,11
37,2,2
383,14,14
952,30,23
61,2,2
384,7,8
571,23,18
96,4,5
164,6,6
215,6,4
1134,37,40
291,12,12
490,19,14
282,8,11
212,16,12
429,13,13
225,11,10
30,0,1
290,9,9
216,8,8
540,19,16
654,24,22
401,14,13
210,11,9
192,5,6
66,2,3
33,2,3
151,6,6
1315,49,41
55,0,2
503,20,18
116,1,4
549,15,12
751,21,18
52,4,4
891,33,27
549,16,16
500,14,12
188,4,5
223,3,3
986,28,23
53,2,2
400,10,8
373,11,10
581,14,13
1076,35,30
1837,76,59
19,1,2
30,2,2
138,3,5
140,8,5
72,3,3
91,2,2
474,13,14
892,33,27
827,44,39
156,9,9
1068,30,22
63,1,2
533,20,17
985,32,24
494,14,15
147,5,5
176,5,5
2046,87,69
26,0,1
130,2,2
714,31,29
173,10,9
733,36,27
368,15,14
79,1,4
378,11,14
457,24,19
60,1,2
687,28,19
293,11,9
184,6,7
1662,25,20
89,5,5
1280,39,31
59,0,1
71,1,2
108,5,6
320,15,12
1091,24,24
68,0,1
157,7,7
251,5,6
88,4,4
499,12,12
304,15,10
244,11,9
347,13,13
486,22,17
18,0,2
1156,40,34
28,0,1
447,13,11
927,35,28
720,29,22
159,10,7
52,0,1
488,17,18
32,1,2
344,10,8
430,12,9
511,22,19
240,11,9
91,6,6
492,13,13
15,0,1
151,3,6
573,24,19
118,2,2
4577,38,34
131,8,8
223,4,6
602,20,20
58,0,1
323,17,12
76,5,5
159,4,7
475,13,14
67,1,2
654,20,19
221,8,9
540,18,17
468,15,13
185,5,4
11,0,2
718,32,25
412,14,12
339,15,13
779,37,34
64,3,4
365,10,9
58,1,2
70,2,2
837,37,27
366,14,12
401,13,12
336,17,15
18,0,2
130,5,4
126,7,7
345,11,13
373,19,13
109,0,1
294,11,9
1058,39,31
102,0,1
421,15,10
795,23,19
333,23,15
95,3,5
233,5,7
710,28,24
290,18,15
300,12,10
317,10,8
364,9,10
110,4,7
64,4,3
603,16,15
263,11,10
590,33,22
451,16,16
96,5,7
553,18,15
38,0,1
262,12,9
40,2,2
128,6,4
62,2,3
264,14,9
191,5,5
357,12,9
30,2,2
94,2,3
361,15,12
395,17,13
77,2,2
205,4,4
39,0,1
701,34,29
129,3,5
218,8,7
282,11,11
155,7,6
25,0,2
459,9,7
346,13,9
653,19,16
47,0,1
96,3,5
485,17,13
127,6,4
227,5,5
191,7,6
222,3,3
473,11,11
63,3,3
129,6,6
539,18,16
404,12,13
12,1,1
467,26,22
132,4,5
638,24,19
348,11,12
19,1,2
40,0,2
97,3,3
557,29,27
338,7,7
465,10,11
58,0,1
151,9,9
48,1,2
1164,47,40
58,3,3
187,5,5
202,5,3
101,2,3
243,10,11
840,31,29
214,5,7
879,30,21
341,13,10
240,6,7
377,16,14
1128,46,34
121,5,7
306,11,10
615,19,13
218,3,5
559,18,14
47,2,2
267,14,13
489,18,17
541,19,17
268,12,13
634,29,28
172,3,4
111,3,4
978,34,28
685,26,18
493,14,15
154,3,3
1292,21,18
313,12,7
480,19,18
539,21,22
456,18,14
380,10,9
317,20,18
142,2,5
115,4,4
127,5,5
78,2,3
128,6,8
322,13,11
103,5,4
30,0,1
550,20,16
241,12,9
670,34,26
249,7,9
393,22,14
156,3,3
120,2,2
153,2,3
579,16,15
936,36,30
11,1,1
395,10,9
801,29,25
449,20,14
64,2,2
104,0,1
