83,6,7
9,0,1
68,1,3
75,4,5
30,3,4
14,1,2
136,9,8
21,0,1
15,1,2
114,5,6
15,1,2
26,2,3
62,5,4
38,4,5
85,2,2
189,7,9
160,5,6
17,1,2
76,5,7
10,0,1
78,3,4
52,3,4
47,2,4
32,0,2
25,0,1
50,3,5
269,17,17
85,4,5
40,2,2
37,1,3
56,3,4
77,2,3
48,2,4
16,0,1
164,7,7
105,4,6
21,1,1
10,0,1
81,6,9
8,0,1
35,1,2
82,2,3
27,0,1
72,2,3
14,0,1
29,0,1
72,2,3
69,4,3
96,5,4
148,10,5
111,4,5
99,5,8
27,0,1
11,0,1
30,2,3
450,12,15
17,0,1
18,1,2
48,0,1
53,4,5
51,2,4
457,25,20
172,5,7
19,0,1
49,3,4
259,8,10
313,10,12
89,2,2
45,1,3
112,6,7
11,0,1
34,2,5
146,5,6
49,1,3
9,0,1
43,2,3
90,7,13
52,4,4
28,1,1
12,0,1
41,1,2
39,2,3
34,2,2
55,3,5
25,2,3
60,4,3
12,0,1
55,3,2
192,9,8
31,1,2
12,0,1
86,2,3
15,0,1
93,6,8
66,3,4
26,0,1
105,5,5
35,0,1
79,5,6
30,1,1
18,0,1
101,3,4
162,6,8
10,0,1
148,5,5
11,0,1
21,2,3
258,13,12
38,1,2
91,2,3
39,0,2
176,9,7
103,2,5
18,0,1
51,3,4
46,3,3
42,1,2
153,8,9
38,1,3
19,3,4
17,0,1
35,2,3
29,2,3
345,15,15
51,1,2
118,5,6
148,6,5
71,2,3
22,0,1
29,1,2
83,4,5
55,3,6
74,3,3
127,11,9
34,1,2
82,1,3
27,1,3
213,9,9
56,3,4
21,1,2
141,3,4
39,1,2
70,1,1
7,0,1
211,9,11
11,0,1
75,6,7
15,1,2
31,1,2
14,1,2
10,0,1
24,2,3
17,0,1
75,6,7
122,11,9
344,17,16
48,5,3
63,3,4
218,9,12
15,1,2
91,8,7
23,1,2
27,1,2
8,0,1
55,6,8
26,0,2
31,1,2
44,2,2
19,0,1
12,0,1
66,2,2
36,1,2
46,1,2
105,5,6
48,4,5
31,0,2
24,1,2
104,6,6
87,6,5
24,0,1
40,1,2
27,0,1
167,7,7
32,0,1
9,0,1
61,2,3
85,3,4
110,1,3
87,4,4
50,0,2
222,6,6
34,2,3
119,7,7
9,0,1
20,2,3
40,0,2
25,3,4
10,0,1
174,12,9
9,0,1
98,5,6
30,0,1
26,1,3
71,3,7
17,0,1
63,4,4
116,7,5
34,1,2
123,7,9
15,0,1
179,7,5
127,5,8
164,8,9
23,0,1
27,1,2
14,1,2
76,1,5
15,0,1
41,0,1
59,0,2
24,1,2
35,3,4
21,0,1
17,1,2
209,8,6
78,3,5
72,3,3
80,7,7
178,8,8
13,1,2
65,3,4
248,14,13
46,4,4
91,6,3
131,7,7
149,5,7
45,2,3
207,6,6
120,4,4
35,0,2
75,6,7
48,4,5
9,0,1
47,1,2
43,1,2
27,1,2
15,0,1
100,5,4
23,0,1
150,5,6
29,2,2
12,1,2
57,3,3
108,8,8
75,2,3
43,2,3
50,5,6
14,1,2
114,6,4
9,0,1
91,6,7
28,1,2
78,4,4
126,4,3
11,0,1
178,6,6
45,1,3
45,1,3
112,4,4
121,8,7
23,0,1
18,0,1
29,0,2
31,2,3
98,2,2
16,1,2
371,19,19
49,1,2
21,2,2
167,8,8
83,3,5
13,0,1
18,1,2
52,2,3
28,1,1
52,2,3
17,0,1
24,0,2
164,7,5
63,6,7
6,0,1
22,2,3
85,5,5
42,1,3
40,4,5
71,3,3
70,5,6
73,4,5
308,7,5
142,4,4
101,4,5
62,2,3
57,3,3
61,1,4
27,1,2
81,6,7
44,1,2
100,1,2
40,2,2
208,12,14
168,13,11
83,2,4
32,2,3
26,1,2
36,1,2
16,1,2
14,0,1
36,1,1
39,2,3
29,1,2
37,2,3
153,8,7
15,0,1
101,4,4
13,0,1
87,2,4
100,3,5
20,2,3
41,5,5
93,2,5
324,16,13
140,8,9
43,3,4
113,6,6
34,2,3
60,4,5
49,2,4
9,0,1
110,7,6
117,6,6
10,0,1
150,9,13
127,5,6
59,0,2
169,6,9
21,0,1
22,1,2
19,1,2
17,0,1
37,4,5
81,4,5
21,0,1
18,0,2
33,1,2
15,0,1
51,2,2
37,1,2
39,2,3
67,1,2
18,0,1
68,2,2
38,2,3
37,1,2
30,0,1
82,1,4
23,1,2
19,2,2
23,1,2
15,0,1
57,4,5
14,0,1
107,5,3
27,1,2
38,2,2
147,7,9
149,9,10
90,5,4
17,0,1
58,1,3
28,0,1
8,0,1
62,7,8
37,2,2
33,2,2
18,0,1
168,10,10
14,0,1
48,4,4
53,3,4
64,1,3
21,2,3
101,2,2
38,0,2
16,1,2
45,1,2
39,0,1
62,2,4
33,2,3
65,1,2
17,1,1
122,2,3
13,0,1
23,1,2
25,2,3
31,4,4
9,1,2
29,1,2
25,1,2
26,1,2
11,0,1
91,5,7
21,2,3
124,9,8
54,5,6
9,0,1
41,4,3
14,1,2
11,0,1
19,1,2
48,4,4
37,1,2
139,5,7
12,0,1
83,1,2
191,8,10
52,3,4
21,1,2
8,0,1
14,1,2
14,0,1
109,6,7
111,7,6
155,7,6
38,3,4
27,1,2
27,1,3
15,0,1
43,3,3
35,1,2
210,9,11
28,3,4
245,9,10
96,3,4
71,2,3
46,1,2
63,2,4
8,1,2
115,7,6
58,3,3
26,0,1
35,1,2
37,2,3
150,9,9
53,1,3
16,0,1
35,1,1
11,0,1
41,1,2
74,2,3
98,4,4
16,0,1
202,11,11
155,9,9
26,2,3
124,6,5
17,0,2
64,0,2
29,2,3
395,15,17
25,1,2
43,3,4
31,1,1
31,0,1
61,1,2
113,6,6
28,0,1
12,0,1
188,8,8
118,6,7
72,5,5
76,3,4
35,2,2
44,1,2
43,3,4
24,0,1
66,3,4
32,1,3
58,1,2
26,1,2
34,0,1
164,6,7
15,0,1
379,17,15
42,4,5
16,0,1
16,1,2
21,2,3
54,3,4
9,0,1
27,2,3
100,6,8
65,1,3
25,1,2
11,0,1
29,1,2
109,3,6
22,2,3
21,0,1
20,0,1
16,0,1
66,2,2
112,6,6
22,0,1
15,1,2
35,0,1
17,0,1
9,0,1
56,2,2
52,1,4
12,0,1
78,3,7
97,3,2
21,0,1
15,0,1
68,3,4
48,1,3
26,2,3
44,4,4
27,1,2
72,6,7
23,1,2
108,3,5
31,0,1
121,5,5
85,4,6
20,1,2
8,0,1
31,3,4
11,0,1
10,1,2
56,1,2
202,8,10
33,1,3
66,6,7
175,6,9
12,0,1
73,3,4
16,0,1
28,1,2
32,2,3
125,6,5
77,5,6
38,3,4
12,1,2
132,6,6
41,4,5
19,2,3
18,1,2
14,0,2
79,6,6
15,1,2
39,3,5
277,13,15
75,1,2
245,11,11
30,1,2
23,1,2
25,0,2
113,8,8
88,2,2
79,3,3
154,6,6
218,10,10
74,3,3
12,0,1
46,1,1
28,2,2
65,2,2
9,0,1
16,0,1
73,3,5
12,0,1
10,0,1
66,4,6
35,2,2
106,4,5
20,0,1
38,2,4
54,2,6
161,9,9
125,4,4
41,3,3
39,0,1
188,8,11
41,0,1
32,1,2
146,8,8
25,0,1
8,0,1
120,6,6
66,2,3
175,10,13
43,2,3
92,5,4
57,3,3
165,6,5
159,9,8
11,0,1
23,1,2
112,2,3
78,5,5
25,0,2
76,3,4
114,9,8
55,1,2
12,0,1
74,2,4
137,7,7
79,6,6
23,0,1
145,8,8
39,2,3
11,1,2
26,0,1
15,1,2
44,2,3
101,6,6
16,1,2
58,3,4
15,0,1
18,1,2
12,0,1
116,5,7
80,6,7
80,3,4
33,3,4
67,4,4
9,0,1
125,9,8
85,4,5
45,4,3
83,4,5
24,1,2
8,0,1
13,0,1
13,0,1
17,1,2
16,0,2
79,3,4
29,2,3
37,1,3
114,2,2
20,0,1
22,0,1
110,6,6
211,13,12
33,2,3
11,0,1
25,2,2
173,6,8
124,4,5
12,0,1
101,5,5
16,0,1
152,7,6
37,0,1
22,1,2
24,2,2
65,4,5
73,3,5
134,8,7
238,15,13
35,1,2
33,1,3
18,0,1
100,4,4
63,4,4
87,3,3
30,0,2
35,0,1
18,0,1
170,3,7
124,4,4
92,6,5
104,4,5
